N_MACHINES:2	N_JOBS:150	CHARGING_TIME:60	INITIAL_CHARGE:10
D:[
8	8
12	12
16	16
14	14
4	4
11	11
16	16
2	2
0	0
20	20
8	8
4	4
5	5
11	11
22	22
9	9
7	7
12	12
11	11
12	12
17	17
15	15
12	12
11	11
17	17
8	8
8	8
20	20
14	14
17	17
7	7
19	19
13	13
17	17
1	1
7	7
11	11
13	13
7	7
17	17
17	17
26	26
22	22
10	10
12	12
16	16
8	8
7	7
4	4
20	20
24	24
10	10
15	15
14	14
16	16
9	9
20	20
14	14
15	15
0	0
12	12
8	8
3	3
1	1
8	8
3	3
3	3
10	10
12	12
5	5
13	13
7	7
2	2
14	14
8	8
7	7
13	13
13	13
7	7
15	15
11	11
6	6
10	10
15	15
10	10
14	14
23	23
6	6
4	4
24	24
29	29
5	5
7	7
3	3
16	16
13	13
13	13
2	2
17	17
3	3
15	15
9	9
18	18
8	8
27	27
17	17
12	12
11	11
17	17
0	0
18	18
3	3
11	11
16	16
18	18
0	0
23	23
2	2
12	12
26	26
21	21
9	9
5	5
21	21
13	13
25	25
15	15
13	13
10	10
3	3
20	20
12	12
4	4
12	12
27	27
3	3
9	9
23	23
22	22
14	14
11	11
13	13
11	11
18	18
8	8
8	8
13	13
23	23
8	8
14	14
]
w:[
6.9	6.9
9.0	9.0
8.6	8.6
2.9	2.9
0.5	0.5
7.2	7.2
3.9	3.9
2.3	2.3
8.6	8.6
6.5	6.5
7.9	7.9
9.2	9.2
2.6	2.6
6.1	6.1
5.2	5.2
3.6	3.6
8.9	8.9
8.7	8.7
8.3	8.3
6.7	6.7
3.2	3.2
3.7	3.7
6.6	6.6
7.7	7.7
8.2	8.2
3.3	3.3
1.2	1.2
2.4	2.4
6.8	6.8
4.3	4.3
0.6	0.6
0.1	0.1
5.9	5.9
0.5	0.5
3.8	3.8
1.1	1.1
8.3	8.3
7.5	7.5
5.1	5.1
4.9	4.9
1.3	1.3
9.6	9.6
5.4	5.4
5.3	5.3
3.5	3.5
5.5	5.5
4.6	4.6
5.7	5.7
4.1	4.1
2.9	2.9
3.7	3.7
5.2	5.2
9.2	9.2
3.0	3.0
5.0	5.0
2.9	2.9
4.1	4.1
5.5	5.5
5.6	5.6
7.4	7.4
4.4	4.4
3.0	3.0
1.3	1.3
5.2	5.2
4.5	4.5
4.1	4.1
1.9	1.9
2.8	2.8
3.5	3.5
3.7	3.7
7.2	7.2
7.0	7.0
3.0	3.0
3.8	3.8
2.8	2.8
1.0	1.0
3.7	3.7
7.1	7.1
7.3	7.3
1.8	1.8
5.9	5.9
5.9	5.9
2.2	2.2
4.6	4.6
4.9	4.9
2.4	2.4
1.9	1.9
2.8	2.8
1.6	1.6
6.2	6.2
1.4	1.4
6.6	6.6
2.9	2.9
0.7	0.7
5.1	5.1
1.3	1.3
0.3	0.3
7.4	7.4
3.0	3.0
4.5	4.5
4.9	4.9
2.5	2.5
3.9	3.9
2.2	2.2
2.6	2.6
6.3	6.3
0.6	0.6
1.8	1.8
3.7	3.7
4.4	4.4
8.1	8.1
6.4	6.4
6.6	6.6
8.9	8.9
9.2	9.2
6.6	6.6
4.5	4.5
3.1	3.1
8.4	8.4
5.6	5.6
4.1	4.1
2.9	2.9
4.4	4.4
6.3	6.3
4.2	4.2
1.6	1.6
8.0	8.0
2.4	2.4
0.7	0.7
5.8	5.8
6.8	6.8
8.4	8.4
5.2	5.2
5.1	5.1
5.0	5.0
2.8	2.8
4.5	4.5
6.0	6.0
0.6	0.6
4.4	4.4
6.9	6.9
2.0	2.0
0.5	0.5
3.5	3.5
1.2	1.2
5.2	5.2
4.3	4.3
2.2	2.2
6.2	6.2
3.3	3.3
]
