N_MACHINES:10	N_JOBS:50	CHARGING_TIME:60	INITIAL_CHARGE:10
D:[
8	8	8	8	8	8	8	8	8	8
61	61	61	61	61	61	61	61	61	61
7	7	7	7	7	7	7	7	7	7
32	32	32	32	32	32	32	32	32	32
49	49	49	49	49	49	49	49	49	49
14	14	14	14	14	14	14	14	14	14
25	25	25	25	25	25	25	25	25	25
67	67	67	67	67	67	67	67	67	67
24	24	24	24	24	24	24	24	24	24
3	3	3	3	3	3	3	3	3	3
24	24	24	24	24	24	24	24	24	24
14	14	14	14	14	14	14	14	14	14
15	15	15	15	15	15	15	15	15	15
39	39	39	39	39	39	39	39	39	39
8	8	8	8	8	8	8	8	8	8
7	7	7	7	7	7	7	7	7	7
23	23	23	23	23	23	23	23	23	23
25	25	25	25	25	25	25	25	25	25
24	24	24	24	24	24	24	24	24	24
12	12	12	12	12	12	12	12	12	12
41	41	41	41	41	41	41	41	41	41
24	24	24	24	24	24	24	24	24	24
11	11	11	11	11	11	11	11	11	11
3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3
33	33	33	33	33	33	33	33	33	33
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
43	43	43	43	43	43	43	43	43	43
15	15	15	15	15	15	15	15	15	15
45	45	45	45	45	45	45	45	45	45
41	41	41	41	41	41	41	41	41	41
19	19	19	19	19	19	19	19	19	19
13	13	13	13	13	13	13	13	13	13
5	5	5	5	5	5	5	5	5	5
33	33	33	33	33	33	33	33	33	33
3	3	3	3	3	3	3	3	3	3
36	36	36	36	36	36	36	36	36	36
43	43	43	43	43	43	43	43	43	43
2	2	2	2	2	2	2	2	2	2
33	33	33	33	33	33	33	33	33	33
35	35	35	35	35	35	35	35	35	35
32	32	32	32	32	32	32	32	32	32
6	6	6	6	6	6	6	6	6	6
14	14	14	14	14	14	14	14	14	14
37	37	37	37	37	37	37	37	37	37
3	3	3	3	3	3	3	3	3	3
16	16	16	16	16	16	16	16	16	16
9	9	9	9	9	9	9	9	9	9
3	3	3	3	3	3	3	3	3	3
]
w:[
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2
2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1
0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7
1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3
3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1
1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2
0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6
0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4
0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7
0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6
2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4
0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6
1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.4
1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3
2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2
2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3
0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6
0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2
1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2
0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5
0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7
1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7
0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2	2.2
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
]
