N_MACHINES:2	N_JOBS:100	CHARGING_TIME:60	INITIAL_CHARGE:10
D:[
11	11
13	13
30	30
11	11
52	52
19	19
19	19
37	37
4	4
9	9
14	14
35	35
30	30
39	39
14	14
57	57
31	31
41	41
51	51
29	29
20	20
18	18
42	42
23	23
14	14
24	24
5	5
11	11
5	5
15	15
32	32
34	34
40	40
25	25
29	29
45	45
37	37
15	15
5	5
22	22
22	22
11	11
13	13
22	22
16	16
26	26
37	37
8	8
20	20
13	13
37	37
16	16
42	42
43	43
9	9
28	28
12	12
56	56
56	56
35	35
21	21
9	9
10	10
22	22
16	16
0	0
8	8
6	6
26	26
32	32
67	67
51	51
26	26
9	9
62	62
25	25
24	24
15	15
20	20
45	45
32	32
30	30
63	63
4	4
12	12
24	24
16	16
47	47
6	6
33	33
69	69
13	13
35	35
41	41
19	19
18	18
13	13
26	26
53	53
35	35
]
w:[
0.2	0.2
0.5	0.5
1.7	1.7
2.0	2.0
1.8	1.8
1.4	1.4
1.2	1.2
1.6	1.6
1.8	1.8
2.5	2.5
1.8	1.8
0.2	0.2
2.1	2.1
1.1	1.1
1.3	1.3
0.8	0.8
1.8	1.8
1.4	1.4
0.7	0.7
1.3	1.3
1.6	1.6
2.5	2.5
2.5	2.5
1.1	1.1
1.9	1.9
2.4	2.4
1.9	1.9
0.4	0.4
0.9	0.9
1.4	1.4
1.9	1.9
2.0	2.0
1.2	1.2
2.4	2.4
1.0	1.0
1.8	1.8
1.2	1.2
2.4	2.4
2.4	2.4
0.6	0.6
0.2	0.2
1.3	1.3
0.8	0.8
1.2	1.2
0.5	0.5
0.9	0.9
1.2	1.2
1.3	1.3
0.9	0.9
0.5	0.5
1.6	1.6
0.2	0.2
1.4	1.4
1.6	1.6
1.9	1.9
1.2	1.2
1.5	1.5
0.8	0.8
1.4	1.4
2.3	2.3
2.0	2.0
1.6	1.6
1.7	1.7
1.0	1.0
1.3	1.3
0.6	0.6
0.6	0.6
1.4	1.4
1.7	1.7
1.7	1.7
2.4	2.4
1.1	1.1
0.8	0.8
0.4	0.4
2.0	2.0
2.1	2.1
2.9	2.9
1.1	1.1
1.7	1.7
0.3	0.3
0.2	0.2
3.4	3.4
3.4	3.4
1.7	1.7
0.5	0.5
1.1	1.1
1.3	1.3
1.6	1.6
1.8	1.8
2.5	2.5
0.9	0.9
1.4	1.4
0.6	0.6
0.8	0.8
1.1	1.1
0.6	0.6
0.4	0.4
0.1	0.1
0.6	0.6
0.8	0.8
]
