N_MACHINES:5	N_JOBS:200	CHARGING_TIME:60	INITIAL_CHARGE:10
D:[
35	35	35	35	35
31	31	31	31	31
13	13	13	13	13
10	10	10	10	10
9	9	9	9	9
2	2	2	2	2
17	17	17	17	17
56	56	56	56	56
24	24	24	24	24
35	35	35	35	35
46	46	46	46	46
5	5	5	5	5
50	50	50	50	50
20	20	20	20	20
40	40	40	40	40
32	32	32	32	32
6	6	6	6	6
33	33	33	33	33
42	42	42	42	42
30	30	30	30	30
24	24	24	24	24
6	6	6	6	6
29	29	29	29	29
21	21	21	21	21
29	29	29	29	29
10	10	10	10	10
20	20	20	20	20
45	45	45	45	45
36	36	36	36	36
32	32	32	32	32
17	17	17	17	17
12	12	12	12	12
35	35	35	35	35
42	42	42	42	42
6	6	6	6	6
56	56	56	56	56
9	9	9	9	9
17	17	17	17	17
35	35	35	35	35
27	27	27	27	27
15	15	15	15	15
22	22	22	22	22
18	18	18	18	18
12	12	12	12	12
68	68	68	68	68
54	54	54	54	54
36	36	36	36	36
30	30	30	30	30
29	29	29	29	29
57	57	57	57	57
19	19	19	19	19
9	9	9	9	9
9	9	9	9	9
31	31	31	31	31
17	17	17	17	17
31	31	31	31	31
13	13	13	13	13
35	35	35	35	35
39	39	39	39	39
33	33	33	33	33
21	21	21	21	21
9	9	9	9	9
16	16	16	16	16
88	88	88	88	88
29	29	29	29	29
0	0	0	0	0
62	62	62	62	62
7	7	7	7	7
3	3	3	3	3
31	31	31	31	31
20	20	20	20	20
4	4	4	4	4
35	35	35	35	35
8	8	8	8	8
54	54	54	54	54
2	2	2	2	2
35	35	35	35	35
3	3	3	3	3
21	21	21	21	21
25	25	25	25	25
54	54	54	54	54
50	50	50	50	50
9	9	9	9	9
23	23	23	23	23
32	32	32	32	32
37	37	37	37	37
32	32	32	32	32
37	37	37	37	37
20	20	20	20	20
27	27	27	27	27
50	50	50	50	50
25	25	25	25	25
36	36	36	36	36
15	15	15	15	15
12	12	12	12	12
23	23	23	23	23
19	19	19	19	19
31	31	31	31	31
30	30	30	30	30
13	13	13	13	13
8	8	8	8	8
0	0	0	0	0
6	6	6	6	6
12	12	12	12	12
54	54	54	54	54
45	45	45	45	45
70	70	70	70	70
53	53	53	53	53
10	10	10	10	10
10	10	10	10	10
7	7	7	7	7
0	0	0	0	0
40	40	40	40	40
25	25	25	25	25
52	52	52	52	52
10	10	10	10	10
5	5	5	5	5
1	1	1	1	1
44	44	44	44	44
24	24	24	24	24
39	39	39	39	39
15	15	15	15	15
