N_MACHINES:5	N_JOBS:50	CHARGING_TIME:60	INITIAL_CHARGE:10
D:[
45	45	45	45	45
4	4	4	4	4
95	95	95	95	95
56	56	56	56	56
19	19	19	19	19
61	61	61	61	61
62	62	62	62	62
44	44	44	44	44
28	28	28	28	28
14	14	14	14	14
30	30	30	30	30
29	29	29	29	29
57	57	57	57	57
25	25	25	25	25
103	103	103	103	103
13	13	13	13	13
72	72	72	72	72
64	64	64	64	64
15	15	15	15	15
13	13	13	13	13
56	56	56	56	56
12	12	12	12	12
7	7	7	7	7
38	38	38	38	38
16	16	16	16	16
42	42	42	42	42
19	19	19	19	19
33	33	33	33	33
10	10	10	10	10
82	82	82	82	82
26	26	26	26	26
33	33	33	33	33
0	0	0	0	0
58	58	58	58	58
4	4	4	4	4
17	17	17	17	17
20	20	20	20	20
37	37	37	37	37
21	21	21	21	21
20	20	20	20	20
39	39	39	39	39
37	37	37	37	37
1	1	1	1	1
54	54	54	54	54
38	38	38	38	38
2	2	2	2	2
65	65	65	65	65
69	69	69	69	69
53	53	53	53	53
11	11	11	11	11
]
w:[
3.3	3.3	3.3	3.3	3.3
0.3	0.3	0.3	0.3	0.3
1.6	1.6	1.6	1.6	1.6
1.5	1.5	1.5	1.5	1.5
1.5	1.5	1.5	1.5	1.5
1.0	1.0	1.0	1.0	1.0
1.7	1.7	1.7	1.7	1.7
1.1	1.1	1.1	1.1	1.1
0.1	0.1	0.1	0.1	0.1
0.6	0.6	0.6	0.6	0.6
1.4	1.4	1.4	1.4	1.4
0.9	0.9	0.9	0.9	0.9
1.0	1.0	1.0	1.0	1.0
1.7	1.7	1.7	1.7	1.7
1.6	1.6	1.6	1.6	1.6
2.2	2.2	2.2	2.2	2.2
2.7	2.7	2.7	2.7	2.7
2.2	2.2	2.2	2.2	2.2
0.4	0.4	0.4	0.4	0.4
0.3	0.3	0.3	0.3	0.3
1.4	1.4	1.4	1.4	1.4
1.7	1.7	1.7	1.7	1.7
0.3	0.3	0.3	0.3	0.3
1.2	1.2	1.2	1.2	1.2
0.9	0.9	0.9	0.9	0.9
0.4	0.4	0.4	0.4	0.4
2.8	2.8	2.8	2.8	2.8
0.5	0.5	0.5	0.5	0.5
3.0	3.0	3.0	3.0	3.0
0.7	0.7	0.7	0.7	0.7
0.2	0.2	0.2	0.2	0.2
2.4	2.4	2.4	2.4	2.4
0.4	0.4	0.4	0.4	0.4
2.2	2.2	2.2	2.2	2.2
1.2	1.2	1.2	1.2	1.2
0.8	0.8	0.8	0.8	0.8
2.7	2.7	2.7	2.7	2.7
0.5	0.5	0.5	0.5	0.5
0.4	0.4	0.4	0.4	0.4
1.3	1.3	1.3	1.3	1.3
2.0	2.0	2.0	2.0	2.0
0.2	0.2	0.2	0.2	0.2
1.0	1.0	1.0	1.0	1.0
0.9	0.9	0.9	0.9	0.9
1.5	1.5	1.5	1.5	1.5
0.3	0.3	0.3	0.3	0.3
0.1	0.1	0.1	0.1	0.1
3.2	3.2	3.2	3.2	3.2
0.5	0.5	0.5	0.5	0.5
0.5	0.5	0.5	0.5	0.5
]
