N_MACHINES:2	N_JOBS:100	CHARGING_TIME:60	INITIAL_CHARGE:10
D:[
8	8
11	11
11	11
3	3
9	9
2	2
1	1
8	8
10	10
6	6
17	17
3	3
19	19
3	3
13	13
22	22
12	12
24	24
25	25
24	24
16	16
12	12
14	14
34	34
30	30
4	4
13	13
14	14
26	26
20	20
12	12
11	11
15	15
21	21
9	9
9	9
13	13
9	9
10	10
24	24
17	17
10	10
25	25
1	1
10	10
8	8
7	7
4	4
8	8
12	12
18	18
24	24
11	11
0	0
6	6
2	2
9	9
9	9
8	8
14	14
5	5
8	8
34	34
15	15
23	23
9	9
14	14
9	9
9	9
16	16
13	13
11	11
10	10
12	12
13	13
11	11
15	15
13	13
28	28
9	9
29	29
26	26
7	7
25	25
31	31
7	7
6	6
30	30
0	0
15	15
3	3
14	14
25	25
9	9
12	12
22	22
10	10
15	15
16	16
22	22
]
w:[
4.1	4.1
3.3	3.3
6.8	6.8
2.0	2.0
3.3	3.3
4.3	4.3
0.2	0.2
6.3	6.3
0.2	0.2
6.7	6.7
0.7	0.7
4.5	4.5
7.5	7.5
4.0	4.0
5.0	5.0
5.9	5.9
9.2	9.2
2.1	2.1
2.5	2.5
5.8	5.8
4.0	4.0
3.1	3.1
1.6	1.6
9.0	9.0
6.4	6.4
2.7	2.7
7.4	7.4
4.7	4.7
6.3	6.3
4.6	4.6
5.7	5.7
2.2	2.2
1.5	1.5
0.4	0.4
5.1	5.1
1.8	1.8
0.5	0.5
9.9	9.9
2.2	2.2
7.3	7.3
2.8	2.8
0.6	0.6
6.7	6.7
6.3	6.3
4.5	4.5
8.0	8.0
4.6	4.6
9.2	9.2
1.8	1.8
3.0	3.0
2.1	2.1
7.9	7.9
2.7	2.7
4.3	4.3
6.8	6.8
3.5	3.5
8.8	8.8
9.1	9.1
5.7	5.7
1.9	1.9
7.8	7.8
8.3	8.3
3.8	3.8
4.3	4.3
8.5	8.5
1.4	1.4
0.5	0.5
5.2	5.2
0.9	0.9
1.2	1.2
3.7	3.7
0.5	0.5
5.8	5.8
3.8	3.8
6.3	6.3
5.4	5.4
7.8	7.8
0.4	0.4
0.6	0.6
2.1	2.1
1.5	1.5
4.5	4.5
8.2	8.2
5.0	5.0
4.6	4.6
2.9	2.9
8.8	8.8
4.7	4.7
2.0	2.0
9.4	9.4
4.7	4.7
3.5	3.5
2.9	2.9
7.3	7.3
7.7	7.7
1.9	1.9
5.5	5.5
6.2	6.2
7.5	7.5
2.2	2.2
]
