N_MACHINES:2	N_JOBS:150	CHARGING_TIME:60	INITIAL_CHARGE:10
D:[
0	0
4	4
12	12
4	4
21	21
12	12
27	27
11	11
13	13
20	20
6	6
21	21
0	0
2	2
24	24
13	13
10	10
3	3
25	25
13	13
26	26
14	14
23	23
6	6
8	8
12	12
15	15
6	6
11	11
1	1
12	12
20	20
8	8
16	16
12	12
25	25
5	5
3	3
27	27
10	10
6	6
12	12
14	14
14	14
23	23
2	2
12	12
6	6
4	4
4	4
14	14
5	5
16	16
0	0
13	13
5	5
20	20
17	17
1	1
22	22
4	4
10	10
2	2
24	24
18	18
1	1
16	16
5	5
7	7
19	19
35	35
15	15
4	4
4	4
12	12
26	26
1	1
15	15
12	12
8	8
6	6
13	13
26	26
1	1
7	7
5	5
2	2
12	12
2	2
15	15
1	1
4	4
17	17
23	23
8	8
9	9
5	5
9	9
12	12
21	21
2	2
34	34
25	25
19	19
17	17
28	28
28	28
19	19
14	14
16	16
4	4
17	17
6	6
5	5
23	23
15	15
23	23
16	16
9	9
18	18
24	24
6	6
2	2
5	5
11	11
9	9
1	1
9	9
6	6
22	22
8	8
20	20
9	9
18	18
2	2
4	4
14	14
4	4
14	14
7	7
22	22
10	10
22	22
29	29
23	23
10	10
9	9
21	21
11	11
16	16
]
w:[
1.3	1.3
1.4	1.4
1.5	1.5
0.6	0.6
2.0	2.0
1.6	1.6
0.3	0.3
1.0	1.0
1.7	1.7
0.5	0.5
1.3	1.3
0.1	0.1
2.8	2.8
0.3	0.3
0.4	0.4
3.2	3.2
1.2	1.2
0.8	0.8
1.1	1.1
0.3	0.3
2.2	2.2
1.2	1.2
1.5	1.5
2.2	2.2
1.6	1.6
1.5	1.5
1.1	1.1
1.5	1.5
3.8	3.8
2.3	2.3
0.5	0.5
2.0	2.0
1.4	1.4
2.5	2.5
1.6	1.6
2.1	2.1
1.9	1.9
0.1	0.1
1.7	1.7
0.6	0.6
0.4	0.4
1.7	1.7
1.6	1.6
0.5	0.5
1.2	1.2
1.6	1.6
0.9	0.9
0.4	0.4
0.8	0.8
0.8	0.8
1.4	1.4
0.7	0.7
0.5	0.5
0.9	0.9
1.3	1.3
1.5	1.5
1.9	1.9
2.1	2.1
0.4	0.4
2.5	2.5
0.7	0.7
1.9	1.9
2.6	2.6
0.1	0.1
0.1	0.1
2.5	2.5
2.3	2.3
2.1	2.1
0.8	0.8
1.9	1.9
0.5	0.5
2.0	2.0
1.6	1.6
1.0	1.0
0.8	0.8
1.3	1.3
3.0	3.0
2.2	2.2
0.5	0.5
1.1	1.1
1.1	1.1
0.4	0.4
1.8	1.8
1.1	1.1
1.6	1.6
1.6	1.6
0.3	0.3
0.9	0.9
2.4	2.4
1.7	1.7
1.1	1.1
1.4	1.4
0.5	0.5
1.7	1.7
1.6	1.6
0.2	0.2
0.9	0.9
0.4	0.4
3.8	3.8
1.1	1.1
2.5	2.5
1.8	1.8
0.4	0.4
1.5	1.5
1.1	1.1
0.3	0.3
1.6	1.6
0.8	0.8
0.7	0.7
0.4	0.4
1.1	1.1
0.3	0.3
0.5	0.5
1.1	1.1
1.9	1.9
0.8	0.8
0.8	0.8
1.7	1.7
0.5	0.5
3.1	3.1
1.1	1.1
1.1	1.1
3.4	3.4
2.3	2.3
2.4	2.4
0.7	0.7
0.3	0.3
1.1	1.1
0.5	0.5
1.9	1.9
0.3	0.3
1.2	1.2
1.3	1.3
1.0	1.0
0.5	0.5
1.3	1.3
1.9	1.9
0.6	0.6
0.5	0.5
0.6	0.6
0.1	0.1
0.4	0.4
1.2	1.2
2.6	2.6
1.0	1.0
1.1	1.1
1.8	1.8
1.5	1.5
2.7	2.7
0.8	0.8
]
