N_MACHINES:10	N_JOBS:100	CHARGING_TIME:60	INITIAL_CHARGE:10
D:[
5	5	5	5	5	5	5	5	5	5
20	20	20	20	20	20	20	20	20	20
13	13	13	13	13	13	13	13	13	13
6	6	6	6	6	6	6	6	6	6
18	18	18	18	18	18	18	18	18	18
19	19	19	19	19	19	19	19	19	19
9	9	9	9	9	9	9	9	9	9
22	22	22	22	22	22	22	22	22	22
7	7	7	7	7	7	7	7	7	7
13	13	13	13	13	13	13	13	13	13
12	12	12	12	12	12	12	12	12	12
2	2	2	2	2	2	2	2	2	2
31	31	31	31	31	31	31	31	31	31
21	21	21	21	21	21	21	21	21	21
31	31	31	31	31	31	31	31	31	31
14	14	14	14	14	14	14	14	14	14
13	13	13	13	13	13	13	13	13	13
12	12	12	12	12	12	12	12	12	12
9	9	9	9	9	9	9	9	9	9
13	13	13	13	13	13	13	13	13	13
1	1	1	1	1	1	1	1	1	1
8	8	8	8	8	8	8	8	8	8
8	8	8	8	8	8	8	8	8	8
28	28	28	28	28	28	28	28	28	28
11	11	11	11	11	11	11	11	11	11
16	16	16	16	16	16	16	16	16	16
8	8	8	8	8	8	8	8	8	8
9	9	9	9	9	9	9	9	9	9
5	5	5	5	5	5	5	5	5	5
19	19	19	19	19	19	19	19	19	19
6	6	6	6	6	6	6	6	6	6
9	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9
15	15	15	15	15	15	15	15	15	15
27	27	27	27	27	27	27	27	27	27
10	10	10	10	10	10	10	10	10	10
13	13	13	13	13	13	13	13	13	13
6	6	6	6	6	6	6	6	6	6
5	5	5	5	5	5	5	5	5	5
3	3	3	3	3	3	3	3	3	3
17	17	17	17	17	17	17	17	17	17
7	7	7	7	7	7	7	7	7	7
15	15	15	15	15	15	15	15	15	15
14	14	14	14	14	14	14	14	14	14
1	1	1	1	1	1	1	1	1	1
10	10	10	10	10	10	10	10	10	10
17	17	17	17	17	17	17	17	17	17
9	9	9	9	9	9	9	9	9	9
8	8	8	8	8	8	8	8	8	8
3	3	3	3	3	3	3	3	3	3
5	5	5	5	5	5	5	5	5	5
4	4	4	4	4	4	4	4	4	4
7	7	7	7	7	7	7	7	7	7
5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5
11	11	11	11	11	11	11	11	11	11
