N_MACHINES:2	N_JOBS:100	CHARGING_TIME:60	INITIAL_CHARGE:10
D:[
23	23
40	40
36	36
34	34
36	36
44	44
31	31
38	38
32	32
65	65
10	10
26	26
53	53
12	12
76	76
34	34
7	7
7	7
23	23
44	44
35	35
46	46
21	21
15	15
12	12
25	25
26	26
8	8
9	9
0	0
32	32
13	13
41	41
13	13
64	64
3	3
35	35
16	16
24	24
18	18
4	4
32	32
17	17
5	5
5	5
46	46
21	21
29	29
24	24
35	35
33	33
55	55
65	65
15	15
9	9
21	21
8	8
18	18
31	31
17	17
24	24
0	0
33	33
40	40
32	32
15	15
5	5
42	42
32	32
21	21
20	20
16	16
34	34
30	30
52	52
16	16
1	1
5	5
19	19
16	16
12	12
50	50
44	44
12	12
22	22
32	32
44	44
61	61
20	20
18	18
27	27
21	21
19	19
23	23
9	9
17	17
13	13
27	27
2	2
17	17
]
w:[
0.5	0.5
1.0	1.0
0.7	0.7
2.5	2.5
0.7	0.7
0.6	0.6
3.1	3.1
2.5	2.5
0.8	0.8
0.7	0.7
2.0	2.0
0.6	0.6
1.2	1.2
2.2	2.2
1.3	1.3
1.7	1.7
2.6	2.6
0.8	0.8
2.0	2.0
0.4	0.4
1.2	1.2
1.2	1.2
0.8	0.8
1.3	1.3
0.3	0.3
1.8	1.8
1.0	1.0
0.3	0.3
0.7	0.7
2.7	2.7
1.7	1.7
1.1	1.1
0.7	0.7
0.4	0.4
2.1	2.1
0.6	0.6
0.3	0.3
1.3	1.3
2.8	2.8
2.3	2.3
0.4	0.4
0.2	0.2
1.2	1.2
1.0	1.0
2.1	2.1
2.9	2.9
0.5	0.5
0.5	0.5
0.5	0.5
1.1	1.1
0.6	0.6
0.9	0.9
0.9	0.9
0.9	0.9
3.1	3.1
2.7	2.7
2.0	2.0
2.1	2.1
0.4	0.4
0.4	0.4
1.1	1.1
1.0	1.0
1.8	1.8
0.5	0.5
0.6	0.6
1.9	1.9
1.2	1.2
0.1	0.1
1.7	1.7
1.0	1.0
0.6	0.6
0.9	0.9
0.8	0.8
1.0	1.0
0.2	0.2
1.7	1.7
1.8	1.8
2.2	2.2
1.8	1.8
1.8	1.8
0.7	0.7
1.7	1.7
0.6	0.6
1.2	1.2
0.3	0.3
1.0	1.0
0.2	0.2
0.8	0.8
0.5	0.5
0.1	0.1
0.5	0.5
1.0	1.0
1.7	1.7
0.2	0.2
0.8	0.8
2.2	2.2
1.5	1.5
1.3	1.3
0.5	0.5
1.7	1.7
]
